S.No.,Country,2008-2009,%Share,2009-2010,%Share2,2010-2011,%Share3,2011-2012,%Share4,2012-2013,%Share5,2013-2014,%Share6,2014-2015,%Share7,2015-2016,%Share8,2016-2017,%Share9,2017-2018,%Share10,2018-2019,%Share11,2019-2020,%Share12,2020-2021,%Share13,2021-2022,%Share14,2022-2023,%Share15,2023-2024,%Share16,2024-2025,%Share17,2008-2009,% share,2009-2010,% share2,2010-2011,% share3,2011-2012,% share4,2012-2013,% share5,2013-2014,% share6,2014-2015,% share7,2015-2016,% share8,2016-2017,% share9,2017-2018,% share10,2018-2019,% share11,2019-2020,% share12,2020-2021,% share13,2021-2022,% share14,2022-2023,% share15,2023-2024,% share16,Sum of Exp,Sum of Imp,Diff of imp And Exp,Ave Imp per Country,Ave exp per Country,Ave Imp share ,Ave exp share
199,SUDAN,"2,21,794.09",0.2638,"2,18,200.91",0.2581,"39,222.79",0.0345,"3,40,626.09",0.2324,21.87,0,19.21,0,465.04,0.0002,354.76,0.0002,2902.47,0.0016,6.72,0,9.64,0,2293.13,0.001,"7,56,600.59",0.3504,"8,02,774.62",0.2551,954.51,0.0003,"1,973.10",0.0005,"4,550.46",0.0073,"76,397.86",0.0556,"68,777.56",0.0504,"18,03,677.66",1.0714,"4,365.70",0.0019,"29,11,298.10",1.0907,"47,354.56",0.0174,"13,568.75",0.005,"26,558.50",0.0107,"14,639.03",0.0057,"9,44,037.35",0.3146,"9,27,893.14",0.2581,"7,28,751.37",0.2168,"6,88,815.94",0.2362,"46,51,467.05",1.0172,"66,47,935.68",1.1562,"7,02,571.42",0.1256,"23,92,770.00","2,02,58,109.67","-1,78,65,339.67",1191653.51,132931.6667,0.331382353,0.078077778
200,SURINAME,"6,364.85",0.0076,"7,848.80",0.0093,"2,85,790.69",0.2514,"5,055.35",0.0034,190.25,0.0001,"1,106.16",0.0006,"5,39,457.01",0.2845,"5,10,963.50",0.2977,524.93,0.0003,442.14,0.0002,513.23,0.0002,483.23,0.0002,"12,658.29",0.0059,"12,955.51",0.0041,"2,151.12",0.0006,534.58,0.0001,4550.46,0.0073,"12,94,132.16",0.9416,"12,37,084.18",0.9071,"10,504.34",0.0062,"1,17,744.78",0.0502,27.77,0,"24,38,157.26",0.8979,"10,70,169.89",0.391,"21,92,053.03",0.8802,"6,36,994.86",0.2471,"1,22,01,780.82",4.0659,"1,26,17,158.63",3.51,"48,04,785.44",1.4296,"42,00,223.11",1.4404,"7,975.20",0.0017,417.97,0.0001,8.29,0,"13,91,590.10","4,28,29,217.73","-4,14,37,627.63",2519365.749,77310.56111,0.868764706,0.048527778
201,SWAZILAND,"20,585.39",0.0245,"9,431.24",0.0112,"3,13,790.11",0.276,"11,158.41",0.0076,"4,11,556.32",0.2518,"5,21,298.39",0.2736,"10,770.94",0.0057,"8,408.44",0.0049,524.93,0.0003,9.82,0,"1,038.74",0.0005,770.81,0.0003,"18,071.50",0.0084,"20,021.34",0.0064,"14,69,247.73",0.4057,"6,66,338.50",0.1841,"9,463.65",0.0151,"8,066.21",0.0059,"8,067.02",0.0059,"1,48,145.28",0.088,"25,32,484.41",1.0797,"96,799.41",0.0363,533.41,0.0002,"1,35,36,732.92",4.9457,"6,479.41",0.0026,"36,31,307.55",1.4088,"16,531.34",0.0055,"9,898.36",0.0028,4804785.44,  ,29.47,0,"17,01,077.55",0.372,"20,38,400.84",0.3545,13.02,0,"34,92,486.26","2,85,39,351.64","-2,50,46,865.38",1678785.391,194027.0144,0.51924375,0.082005556
202,SWEDEN,"2,57,963.42",0.3068,"2,25,192.81",0.2663,"2,23,935.08",0.197,"3,95,277.85",0.2696,"16,514.22",0.0101,"14,597.87",0.0077,"24,595.39",0.013,"38,746.90",0.0226,"5,02,101.20",0.2715,"5,30,258.97",0.271,"6,43,454.38",0.2788,"7,79,108.26",0.351,"5,64,562.17",0.2615,"7,72,488.35",0.2455,"9,866.33",0.0027,"24,185.93",0.0067,"1,63,948.82",0.2621,"91,817.54",0.0668,"1,11,886.40",0.082,"19,45,991.14",1.1559,"10,077.95",0.0043,33.9,0,"4,29,842.43",0.1583,"17,320.39",0.0063,"6,08,635.41",0.2444,116.99,0,"25,30,249.75",0.8431,"32,00,062.24",0.8902,"2,70,380.60",0.0804,"2,22,710.95",0.0764,"69,62,219.37",1.5225,"89,74,807.33",1.5609,"2,15,948.68",0.0386,"51,86,797.95","2,55,92,101.07","-2,04,05,303.12",1505417.71,288155.4417,0.395888235,0.169105556
203,SWITZERLAND,"3,52,525.70",0.4193,"2,78,424.82",0.3293,"10,47,916.94",0.9217,"5,27,956.45",0.3601,"26,056.81",0.0159,"13,696.20",0.0072,"4,52,646.71",0.2387,"4,47,551.80",0.2608,"7,039.96",0.0038,"11,197.48",0.0057,"15,734.17",0.0068,"22,105.25",0.01,"9,34,060.86",0.4326,"10,05,377.83",0.3195,9866.33,0.0027,87.9,0,"3,13,245.93",0.5007,"12,35,265.25",0.8987,"13,88,850.94",1.0184,778.54,0.0005,"72,032.38",0.0307,39.45,0,"32,38,001.02",1.1924,"24,61,798.53",0.8994,"36,01,107.17",1.4461,"92,895.12",0.036,"32,409.17",0.0108,"3,000.30",0.0008,54.62,0,13.88,0,0.67,0,1.17,0,"1,95,315.04",0.0349,"54,65,491.14","1,23,21,563.25","-68,56,072.11",724797.8382,303638.3967,0.327570588,0.213044444
204,SYRIA,"1,66,657.08",0.1982,"1,63,875.33",0.1938,"8,305.24",0.0073,"2,56,823.96",0.1752,"3,73,527.33",0.2286,"4,44,585.95",0.2334,"6,53,874.89",0.3448,"6,42,128.92",0.3741,"26,504.73",0.0143,"21,078.01",0.0108,15734.17,0.0068,0.97,0,"92,167.71",0.0427,"78,549.93",0.025,"11,884.64",0.0033,"20,512.93",0.0057,"17,511.06",0.028,99.76,0.0001,7.06,0,"42,071.11",0.025,3,0,"4,817.77",0.0018,506.59,0.0002,"2,727.76",0.001,21.47,0,7.12,0,"6,63,442.69",0.2211,"6,28,140.57",0.1747,54.62,  ,0.22,0,"2,81,730.49",0.0616,"4,32,691.25",0.0753,"31,32,785.95",0.5601,"29,93,722.85","51,89,107.43","-21,95,384.58",305241.6135,166317.9361,0.07005625,0.105111111
205,TAIWAN,"6,68,173.16",0.7947,"8,81,271.49",1.0423,"6,70,141.48",0.5894,"15,98,615.65",1.0905,"6,07,906.98",0.372,"10,73,696.16",0.5636,"1,14,530.36",0.0604,"89,609.84",0.0522,"4,75,408.04",0.2571,"4,97,237.23",0.2541,"13,347.82",0.0058,"13,192.95",0.0059,"12,00,649.37",0.5561,"20,55,115.69",0.653,"7,72,058.50",0.2132,"8,43,613.80",0.2331,"2,50,313.16",0.4001,"63,404.96",0.0461,"32,572.16",0.0239,6.48,0,7.83,0,"1,16,567.60",0.0437,"94,858.18",0.0349,"6,67,980.35",0.244,"1,45,374.59",0.0584,33.99,0,"45,98,799.09",1.5324,"51,97,965.00",1.446,"60,025.18",0.0179,"1,40,758.26",0.0483,310.01,0.0001,19.36,0,"61,895.31",0.0111,"1,18,24,881.68","1,11,80,578.35","6,44,303.33",657681.0794,656937.8711,0.206282353,0.396861111
206,TAJIKISTAN,"7,630.08",0.0091,"7,452.33",0.0088,"10,34,625.66",0.91,"10,199.74",0.007,"1,40,587.13",0.086,"1,40,901.85",0.074,"13,33,672.70",0.7033,"9,32,864.15",0.5435,"6,54,302.22",0.3538,"6,98,697.94",0.3571,"5,53,490.49",0.2398,"5,30,066.73",0.2388,"39,496.21",0.0183,"26,405.02",0.0084,"10,81,303.68",0.2986,"12,63,803.95",0.3492,"5,399.13",0.0086,6.37,0,6.37,0,99.29,0.0001,"94,941.05",0.0405,"11,06,090.55",0.4144,164.03,0.0001,"35,86,241.00",1.3102,2.4,0,"1,16,432.87",0.0452,61.42,0,5197965,  ,"92,852.42",0.0276,"91,566.38",0.0314,310.01,  ,25.82,0,355.31,0.0001,"84,60,899.01","1,02,87,120.29","-18,26,221.28",605124.7229,470049.945,0.12464,0.234127778
207,TANZANIA REP,"4,72,958.89",0.5625,"4,36,964.46",0.5168,"2,45,841.88",0.2162,"7,69,675.43",0.525,"16,55,512.26",1.013,"12,06,046.97",0.6331,"32,806.86",0.0173,"14,549.47",0.0085,"81,675.79",0.0442,"98,851.74",0.0505,"8,29,176.86",0.3593,"8,50,529.75",0.3831,"10,64,420.68",0.493,"17,22,386.07",0.5473,"83,554.02",0.0231,"52,271.08",0.0144,"6,05,891.32",0.9685,80.31,0.0001,1.99,0,"36,727.53",0.0218,"79,294.41",0.0338,"4,528.52",0.0017,12.23,0,186.82,0.0001,0.07,0,"76,858.72",0.0298,"1,05,524.82",0.0352,"2,12,607.03",0.0591,"14,98,523.70",0.4459,"10,87,903.20",0.3731,"83,243.03",0.0182,"73,839.41",0.0128,"3,97,76,370.94",7.112,"1,02,23,113.53","4,30,35,702.73","-3,28,12,589.20",2531511.925,567950.7517,0.479035294,0.354211111
208,THAILAND,"8,72,399.50",1.0376,"8,22,762.26",0.9731,"93,209.83",0.082,"14,25,353.49",0.9723,"19,135.95",0.0117,"32,728.04",0.0172,"15,13,271.05",0.798,"10,80,038.12",0.6293,"14,66,603.92",0.793,"13,89,930.89",0.7104,"1,08,091.89",0.0468,"1,12,993.85",0.0509,"31,30,061.95",1.4497,"42,89,767.75",1.3631,"21,10,663.58",0.5828,"15,23,600.84",0.421,"6,33,119.31",1.012,"46,896.84",0.0341,"27,270.81",0.02,"1,37,587.09",0.0817,"4,90,744.02",0.2092,26.07,0,"3,268.14",0.0012,"1,19,754.74",0.0438,"60,878.69",0.0244,"8,09,661.41",0.3141,35.34,0,11.88,0,"2,799.46",0.0008,222.15,0.0001,"2,21,956.36",0.0485,"3,41,343.23",0.0594,"69,78,570.33",1.2478,"2,06,23,732.22","92,41,026.56","1,13,82,705.66",543589.7976,1145762.901,0.122652941,0.608383333
209,TIMOR LESTE,422.42,0.0005,577.85,0.0007,"6,724.13",0.0059,"3,740.24",0.0026,"11,73,292.05",0.7179,"20,90,708.47",1.0975,"21,20,920.91",1.1184,"19,55,688.60",1.1394,"13,708.42",0.0074,"15,433.64",0.0079,"18,51,777.61",0.8024,"11,88,440.32",0.5354,"18,661.71",0.0086,"19,425.30",0.0062,"39,609.50",0.0109,"42,684.12",0.0118,"7,849.39",0.0125,"2,76,172.05",0.2009,"1,20,466.40",0.0883,"3,74,245.39",0.2223,"9,201.84",0.0039,26.07,0,"55,730.38",0.0205,1.09,0,"89,854.34",0.0361,"14,286.09",0.0055,35.34,  ,31.6,0,7.85,0,35.75,0,"14,88,112.36",0.3254,"33,79,778.26",0.5878,"3,37,49,097.89",6.0343,"1,05,49,664.68","3,95,57,082.70","-2,90,07,418.02",2326887.218,586092.4822,0.4703125,0.304777778
210,TOGO,"65,620.17",0.078,"77,157.73",0.0913,324.03,0.0003,"1,73,489.05",0.1183,"20,31,024.16",1.2427,"22,43,108.17",1.1775,"1,992.33",0.0011,"2,235.10",0.0013,"11,96,655.93",0.647,"10,44,000.20",0.5336,"15,628.32",0.0068,"16,663.29",0.0075,"11,39,361.27",0.5277,"22,48,060.70",0.7143,"31,57,853.80",0.872,"38,26,430.09",1.0572,"5,49,492.59",0.8784,"6,64,242.24",0.4833,"7,65,933.91",0.5616,"4,466.53",0.0027,6.07,0,"2,12,92,332.79",7.9772,"4,59,367.17",0.1692,5.5,0,"5,08,004.63",0.204,20.82,0,"27,576.31",0.0092,"1,34,950.36",0.0375,"2,14,44,701.89",6.3805,"1,96,35,053.70",6.7337,"7,578.65",0.0017,"81,820.99",0.0142,"7,29,207.93",0.1304,"1,77,89,096.93","6,57,55,269.49","-4,79,66,172.56",3867957.029,988283.1628,1.3356,0.441944444
211,TOKELAU IS,15.8,0,1.35,0,"28,690.16",0.0252,22.89,0,"1,173.60",0.0007,"1,304.96",0.0007,"4,20,423.27",0.2217,"3,50,358.90",0.2041,"21,01,241.89",1.1362,"23,55,130.04",1.2037,"11,92,459.98",0.5167,"12,32,747.02",0.5553,624.78,0.0003,990.34,0.0003,"45,81,006.57",1.2649,"41,72,172.17",1.1528,"5,49,492.59",0,"5,537.56",0.004,"4,711.27",0.0035,34.8,0,3.98,0,"34,23,118.44",1.2825,"8,705.98",0.0032,"42,741.33",0.0156,"31,040.70",0.0125,84.45,0,"90,263.36",0.0301,"95,943.52",0.0267,"47,49,488.09",1.4131,"36,61,147.93",1.2556,3.82,0,29.15,0,"4,46,931.31",0.0799,"1,69,87,856.31","1,25,59,785.69","44,28,070.62",738810.9229,943769.795,0.242747059,0.349033333
212,TONGA,148.77,0.0002,227.17,0.0003,"1,28,162.45",0.1127,374.48,0.0003,"1,62,840.10",0.0996,"2,72,140.69",0.1429,0.17,0,350358.9,0.2041,"1,551.16",0.0008,"2,138.70",0.0011,"31,10,607.15",1.3479,"30,45,149.34",1.3718,"55,332.32",0.0256,"69,585.57",0.0221,"28,570.03",0.0079,"39,713.52",0.011,"5,49,492.59",0.0001,769,0.0006,875.49,0.0006,34.8,0,"1,75,63,752.67",7.4884,"1,37,23,859.06",5.1416,73.04,0,"1,19,128.29",0.0435,13.62,0,"1,44,23,711.97",5.5956,"13,78,514.52",0.4593,"16,67,018.62",0.4637,"2,53,36,346.10",7.5384,"2,13,72,470.63",7.3295,"3,34,46,980.04",7.3144,"4,27,40,563.67",7.4334,"56,923.99",0.0102,"78,16,393.11","17,18,31,035.51","-16,40,14,642.40",10107707.97,434244.0617,2.871717647,0.186022222
213,TRINIDAD,"1,43,698.43",0.1709,"72,771.90",0.0861,"12,50,981.61",1.1003,"39,460.09",0.0269,17.4,0,95.53,0.0001,558.88,0.0003,725.66,0.0004,"2,11,638.20",0.1144,"2,63,860.17",0.1349,"3,686.13",0.0016,"4,496.83",0.002,"1,95,745.34",0.0907,"3,03,415.30",0.0964,"48,51,038.81",1.3395,"26,73,621.56",0.7387,"17,359.58",0.0277,169.64,0.0001,22.38,0,"1,49,12,337.84",8.8581,"34,09,393.87",1.4536,"14,986.34",0.0056,"1,74,12,666.37",6.4125,"8,93,654.03",0.3265,6.85,0,"24,58,350.56",0.9537,"16,902.44",0.0056,"14,337.24",0.004,"24,105.29",0.0072,"28,676.32",0.0098,"52,28,840.74",1.1435,"71,82,453.10",1.2492,"1,11,410.53",0.0199,"1,00,33,171.42","5,17,08,313.54","-4,16,75,142.12",3041665.502,557398.4122,1.2029,0.218383333
214,TUNISIA,"96,789.44",0.1151,"1,00,692.71",0.1191,"11,900.06",0.0105,"1,36,882.73",0.0934,907.91,0.0006,640.08,0.0003,"1,01,113.75",0.0533,"60,682.88",0.0354,23.29,0,263860.17,0.1349,"4,87,099.73",0.2111,"7,39,505.61",0.3331,"29,23,183.60",1.3539,"65,03,732.44",2.0666,"1,164.51",0.0003,"1,315.33",0.0004,"46,134.34",0.0737,"1,05,92,643.31",7.7069,"91,79,885.04",6.7314,"24,56,169.40",1.459,"1,12,36,290.29",4.7906,"14,47,143.75",0.5422,"36,04,301.73",1.3273,"7,946.13",0.0029,"1,26,98,138.61",5.099,"1,49,65,539.59",5.8058,15.61,0,14337.24,  ,"14,61,868.87",0.435,"15,86,497.84",0.5441,"3,23,03,301.15",7.0643,"4,08,62,095.01",7.1067,28.61,0,"1,14,75,628.58","14,24,16,202.18","-13,09,40,573.60",8377423.658,637534.9211,3.03845,0.25565
215,TURKEY,"6,37,029.19",0.7577,"7,27,779.93",0.8607,23.73,0,"16,89,401.15",1.1524,"44,379.47",0.0272,"63,012.98",0.0331,"1,52,610.65",0.0805,"1,45,889.41",0.085,806.2,0.0004,809.01,0.0004,1.47,0,0.54,0,"44,425.92",0.0206,"77,568.17",0.0246,"84,134.65",0.0232,"90,263.51",0.0249,"9,47,459.62",1.5145,"26,76,770.80",1.9475,"21,12,542.80",1.5491,"91,35,850.32",5.4268,"8,780.57",0.0037,"7,200.40",0.0027,"1,35,61,345.55",4.9942,6.51,0,"33,93,630.88",1.3627,"46,173.10",0.0179,0.77,0,0.14,0,"87,023.15",0.0259,"41,823.04",0.0143,"1,06,482.77",0.0233,"3,95,531.63",0.0688,"81,934.94",0.0146,"47,05,595.60","3,16,55,097.37","-2,69,49,501.77",1862064.551,261421.9778,0.908911765,0.255844444
216,TURKMENISTAN,"19,145.32",0.0228,"17,056.93",0.0202,55.98,0,"21,175.41",0.0144,"1,62,992.28",0.0997,"1,66,031.59",0.0872,"32,76,051.53",1.7276,"27,13,559.96",1.581,"56,690.72",0.0307,"57,170.34",0.0292,242.68,0.0001,467.38,0.0002,92.32,0,480.18,0.0002,"3,39,533.63",0.0938,"3,63,777.60",0.1005,"6,028.09",0.0096,"84,81,827.99",6.1711,"80,58,432.69",5.9091,"6,209.96",0.0037,"11,92,711.66",0.5085,"10,46,971.23",0.3922,"19,994.11",0.0074,865.9,0.0003,"1,42,67,820.18",5.7293,"16,65,692.39",0.6462,"1,40,09,589.24",4.6683,"2,08,55,076.52",5.8017,"40,673.07",0.0121,"1,21,053.13",0.0415,"21,71,693.48",0.4749,"5,31,603.55",0.0925,0.18,0,"72,00,551.94","7,24,70,215.28","-6,52,69,663.34",4262953.84,400030.6633,1.791694118,0.212066667
217,TURKS C IS,236.38,0.0003,82.33,0.0001,"1,53,86,613.16",13.5331,84.21,0.0001,"21,52,437.88",1.317,"27,04,237.63",1.4195,"56,322.17",0.0297,"44,662.04",0.026,"1,71,246.69",0.0926,"1,81,649.74",0.0928,"58,464.53",0.0253,"60,229.64",0.0271,1.86,0,162.18,0.0001,"77,26,043.46",2.1334,"55,06,908.71",1.5215,"1,18,13,979.03",0.0001,"8,804.17",0.0064,"6,318.39",0.0046,"6,45,932.75",0.3837,"1,173.20",0.0005,"13,316.90",0.005,"10,89,582.77",0.4013,"1,59,62,487.89",5.8319,"29,963.23",0.012,1665692.39,  ,"30,98,947.19",1.0326,"52,74,420.52",1.4673,285.82,0.0001,213.17,0.0001,"34,186.79",0.0075,"76,184.67",0.0132,76.45,0,"4,58,63,361.64","2,79,07,586.30","1,79,55,775.34",1641622.724,2547964.536,0.5728875,1.123261111
218,TUVALU,"2,959.92",0.0035,101.87,0.0001,"33,17,264.96",2.9177,6.96,0,"38,031.18",0.0233,"44,785.34",0.0235,88.33,0,106.03,0.0001,"31,03,080.31",1.6779,"32,81,480.12",1.6772,"2,12,654.08",0.0921,"1,73,635.52",0.0782,"1,23,33,391.82",5.7124,"2,09,15,828.49",6.6462,"71,970.34",0.0199,"30,981.80",0.0086,"47,85,799.91",0,"7,03,995.74",0.5122,"7,52,905.20",0.5521,"1,408.37",0.0008,"4,93,695.44",0.2105,"17,332.54",0.0065,"3,296.83",0.0012,"30,73,280.13",1.1228,"11,46,457.19",0.4604,"49,15,672.88",1.907,"1,71,56,448.30",5.7168,"2,48,55,377.39",6.9145,"47,085.41",0.014,"11,073.99",0.0038,"1,20,444.36",0.0263,"1,59,098.01",0.0277,"8,29,466.20",0.1483,"4,83,12,166.98","5,42,87,037.98","-59,74,871.00",3193355.175,2684009.277,1.036758824,1.048927778
219,U ARAB EMTS,"1,10,22,907.95",13.1107,"1,13,34,791.85",13.4055,"1,15,19,450.49",10.1318,"1,72,26,846.75",11.7512,177.96,0.0001,238.96,0.0001,19.62,0,35.46,0,"38,662.91",0.0209,"35,047.17",0.0179,"38,05,911.90",1.6492,"35,22,495.49",1.5868,"60,24,489.75",2.7904,"77,99,211.31",2.4783,"1,417.05",0.0004,915.48,0.0003,"47,85,799.91",7.6501,"6,173.83",0.0045,"2,740.91",0.002,"19,62,048.81",1.1655,"14,741.74",0.0063,"2,939.52",0.0011,"24,74,102.26",0.9111,"1,33,42,060.28",4.8745,"1,913.73",0.0008,"9,043.38",0.0035,"36,236.51",0.0121,"16,175.45",0.0045,178.86,0.0001,11.58,0,94.31,0,77.7,0,"77,39,821.47",1.3839,"7,71,18,420.01","2,56,08,360.34","5,15,10,059.67",1506374.138,4284356.667,0.492347059,3.588538889
220,U K,"30,34,457.97",3.6092,"29,47,631.02",3.4861,"1,33,159.65",0.1171,"41,14,022.86",2.8064,3.28,0,37.74,0,"2,01,85,269.18",10.6443,"1,98,30,623.30",11.5537,526.64,0.0003,736.78,0.0004,"32,045.18",0.0139,"23,964.06",0.0108,"3,81,84,452.93",17.6858,"5,67,96,119.26",18.0476,201.18,0.0001,88.34,0,"22,48,141.61",3.5936,"6,54,700.57",0.4763,"4,49,172.01",0.3294,"7,920.62",0.0047,"18,120.22",0.0077,"76,83,453.41",2.8786,"12,409.53",0.0046,"22,965.90",0.0084,"56,92,553.51",2.2859,373.68,0.0001,"15,19,449.39",0.5063,"16,27,960.51",0.4529,130.26,0,14.75,0,"53,409.92",0.0117,"38,487.17",0.0067,"69,137.97",0.0124,"14,75,31,480.98","1,78,50,259.42","12,96,81,221.56",1050015.26,8196193.388,0.410923529,3.976072222
221,U S A,"96,45,841.97",11.4728,"92,41,651.34",10.93,"2,33,329.09",0.2052,"1,66,45,541.98",11.3547,"1,97,83,205.07",12.1049,"1,84,77,865.27",9.6996,"56,96,907.25",3.0041,"57,76,986.12",3.3658,55.27,0,40.34,0,182.55,0.0001,451.4,0.0002,"4,96,814.30",0.2301,"5,19,916.83",0.1652,"2,53,85,238.28",7.0095,"2,95,09,524.29",8.1534,"1,18,13,979.03",18.8846,"6,510.27",0.0047,"7,600.59",0.0056,"9,385.67",0.0056,18120.22,  ,"12,59,442.24",0.4718,187.89,0.0001,"13,66,198.88",0.4991,"11,586.36",0.0047,"31,202.01",0.0121,"59,30,107.69",1.976,"62,636.01",0.0174,"42,95,510.14",1.2781,"5,29,493.32",0.1816,53409.92,  ,15.91,0,11.39,0,"15,32,27,530.38","1,35,81,418.51","13,96,46,111.87",798906.9712,8512640.577,0.29712,5.365566667
222,UGANDA,"1,00,749.23",0.1198,"98,077.16",0.116,"10,731.63",0.0094,"2,09,471.21",0.1429,"46,87,821.74",2.8684,"59,21,915.72",3.1086,"2,59,42,751.55",13.6804,"2,63,86,048.73",15.373,"2,08,93,949.32",11.2975,"1,81,45,692.74",9.2745,1.37,0,1.23,0,"3,33,835.38",0.1546,"3,51,750.60",0.1118,"91,71,501.11",2.5325,"1,06,96,407.40",2.9554,"64,547.04",0.1032,"32,924.00",0.024,"14,134.69",0.0104,32.94,0,"32,13,006.00",1.3699,215.45,0.0001,"19,177.63",0.0071,"9,334.69",0.0034,232.54,0.0001,31202.01,  ,"16,097.00",0.0054,"30,136.97",0.0084,"51,49,059.73",1.532,"45,25,375.06",1.5519,"66,923.65",0.0146,"2,04,515.78",0.0356,"1,58,108.98",0.0283,"12,30,15,253.16","1,34,70,477.12","10,95,44,776.04",792381.0071,6834180.731,0.28695,3.436
223,UKRAINE,"1,80,771.03",0.215,"1,36,124.32",0.161,"65,61,988.75",5.7715,"2,36,233.51",0.1611,"1,96,74,080.47",12.0381,"2,36,58,980.41",12.4193,"3,38,988.59",0.1788,"3,73,116.92",0.2174,"57,18,181.76",3.0919,"62,43,140.13",3.191,"2,10,21,093.32",9.109,"2,04,23,782.22",9.2005,"5,43,337.95",0.2517,"9,70,701.37",0.3085,"6,30,15,151.31",17.4001,"6,41,76,635.11",17.7318,"19,225.60",0.0307,"3,396.47",0.0025,0.04,0,"23,74,824.56",1.4107,"8,32,325.93",0.3549,"5,15,269.50",0.193,19177.63,  ,"46,34,383.08",1.6932,"29,804.36",0.012,13.49,0,479.84,0.0002,56.01,0,"5,352.15",0.0016,63.25,0,"55,53,221.27",1.2144,"70,61,644.00",1.2282,"1,68,752.87",0.0302,"23,32,91,532.77","2,11,98,764.45","21,20,92,768.32",1246986.144,12960640.71,0.38380625,5.082077778
224,UNION OF SERBIA & MONTENEGRO,"6,382.94",0.0076,"6,057.16",0.0072,"38,834.77",0.0342,"19,783.76",0.0135,"2,53,216.92",0.1549,"3,21,688.11",0.1689,"2,12,821.35",0.1122,"1,69,664.47",0.0988,"2,83,00,800.88",15.3024,"3,08,60,269.10",15.7731,"65,10,479.78",2.8212,"61,88,224.21",2.7877,"77,429.11",0.0359,"1,12,322.00",0.0357,"4,49,546.75",0.1241,"4,20,533.05",0.1162,"4,96,650.44",0.7939,"18,47,918.48",1.3445,"13,50,691.31",0.9904,"4,84,759.06",0.288,44.59,0,"1,76,911.41",0.0663,119.5,0,"12,439.48",0.0045,196.78,0.0001,"36,96,429.07",1.434,"65,800.14",0.0219,"88,511.73",0.0246,5352.15,  ,0.62,0,324.16,0.0001,810.71,0.0001,"13,742.54",0.0025,"7,44,44,704.80","77,44,051.73","6,67,00,653.07",455532.4547,4135816.933,0.2610625,2.132638889
225,UNSPECIFIED,"20,31,903.63",2.4168,"19,61,967.89",2.3204,"27,464.13",0.0242,"76,93,573.45",5.2481,"2,83,140.72",0.1732,"2,93,117.05",0.1539,"4,070.06",0.0021,878.57,0.0005,"3,31,545.85",0.1793,"3,43,072.19",0.1753,"3,66,48,039.35",15.8806,"3,76,16,554.11",16.9455,714.99,0.0003,246.12,0.0001,"1,06,502.35",0.0294,"1,43,465.66",0.0396,"19,883.31",0.0318,"1,86,226.30",0.1355,"2,45,911.66",0.1803,155.59,0.0001,44.59,  ,"18,705.49",0.007,"84,38,442.94",3.1076,518.89,0.0002,1.26,0,"22,26,346.53",0.8637,0.46,0,88511.73,  ,"16,097.11",0.0048,"17,161.45",0.0059,"1,70,871.74",0.0374,"1,29,163.56",0.0225,13742.54,0.0025,"8,75,06,139.43","1,15,51,901.84","7,59,54,237.59",679523.6376,4861452.191,0.291166667,2.423394444
226,URUGUAY,"29,728.79",0.0354,"22,875.58",0.0271,"1,130.75",0.001,"67,549.83",0.0461,"38,695.33",0.0237,"18,213.49",0.0096,"25,29,718.89",1.334,"16,21,406.64",0.9447,"2,08,005.94",0.1125,"2,12,814.44",0.1088,"4,05,783.27",0.1758,"4,40,613.31",0.1985,"2,07,190.56",0.096,"2,02,305.81",0.0643,"24,48,253.58",0.676,"24,72,621.68",0.6832,51.86,0.0001,638.74,0.0005,"1,195.21",0.0009,1.95,0,"4,80,575.93",0.2049,18705.49,0.007,"15,56,837.66",0.5733,"34,472.73",0.0126,"37,15,029.41",1.4918,"3,040.98",0.0012,0.46,  ,65.56,0,"5,98,602.66",0.1781,"94,448.74",0.0324,"87,848.66",0.0192,"1,48,087.80",0.0258,13742.54,0.0025,"1,09,26,959.75","67,53,294.52","41,73,665.23",397252.6188,607053.3194,0.1593875,0.252044444
227,UZBEKISTAN,"20,927.32",0.0249,"25,647.28",0.0303,"79,917.13",0.0703,"43,018.55",0.0293,"29,54,168.02",1.8076,"69,07,256.66",3.6258,"1,27,018.41",0.067,"99,589.56",0.058,102.4,0.0001,0.59,0,"2,73,603.18",0.1186,"3,28,622.35",0.148,"1,665.87",0.0008,"2,351.73",0.0007,"1,24,483.49",0.0344,"4,32,683.02",0.1195,"66,661.08",0.1066,7.07,0,1.14,0,"7,96,638.89",0.4732,"83,222.88",0.0355,18705.49,0.007,"1,371.80",0.0005,6.9,0,"16,76,311.58",0.6731,3040.98,  ,"37,79,668.44",1.2595,"50,80,946.23",1.4135,"9,671.87",0.0029,"4,194.30",0.0014,"5,823.33",0.0013,"7,524.30",0.0013,13742.54,0.0025,"1,14,87,716.64","1,14,80,877.74","6,838.90",675345.7494,638206.48,0.24198125,0.346772222
